R_fighter,B_fighter,Merged,Merged2,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Sean Woodson,Julian Erosa,Sean Woodson Julian Erosa 6/27/2020,Julian Erosa Sean Woodson 6/27/2020,-455,325,21.97802198,325,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Catch Weight,MALE,3,4,0,0,4.18,0.45,0.8,0.83,0.6,1,4,12,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,0,1,0,5.27,0.43,0,0,0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,187.96,198.12,145,28,30,-4,-1,0,0,-4,9,0,0,0,-2.54,-10.16,-2,-1.09,0.8,0.83,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3,2:44,764,190,850,1125,1250,-115,1000
Takashi Sato,Jason Witt,Takashi Sato Jason Witt 6/27/2020,Jason Witt Takashi Sato 6/27/2020,-278,215,35.97122302,215,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,170,1,0,0,3.13,0.36,0,0.82,0.5,1,1,5,0,0,0,0,1,0,0,1,Southpaw,177.8,185.42,170,30,33,1,0,-1,-1,1,-5,0,-1,0,0,-7.62,-3,-3.13,0,-0.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:48,48,350,425,700,1000,-110,850
Kay Hansen,Jinh Yu Frey,Kay Hansen Jinh Yu Frey 6/27/2020,Jinh Yu Frey Kay Hansen 6/27/2020,-175,138,57.14285714,138,6/27/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,157.48,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,160.02,115,20,35,0,0,0,0,0,0,0,0,0,-2.54,-160.02,15,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,3,2:26,746,115,180,375,1125,900,1900
Jordan Griffin,Youssef Zalal,Jordan Griffin Youssef Zalal 6/27/2020,Youssef Zalal Jordan Griffin 6/27/2020,-106,-114,94.33962264,87.71929825,6/27/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Featherweight,MALE,3,0,1,0,2.07,0.56,2,6,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,177.8,182.88,145,0,1,0,2.87,0.48,2.5,0.35,0.2,1,2,8,0,0,0,0,0,1,0,1,Southpaw,177.8,185.42,145,30,23,0,0,0,0,-2,-5,0,0,-1,0,-2.54,-7,-0.8,-0.5,5.65,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,250,185,350,700,800,500
Curtis Blaydes,Alexander Volkov,Curtis Blaydes Alexander Volkov 6/20/2020,Alexander Volkov Curtis Blaydes 6/20/2020,-400,325,25,325,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Heavyweight,MALE,5,0,1,0,5.36,0.6,0.2,0.75,0.75,4,1,19,0,0,1,2,2,0,0,5,Orthodox,200.66,203.2,250,0,3,0,3.74,0.51,0,6.63,0.55,5,2,25,0,0,0,3,5,0,0,8,Orthodox,193.04,203.2,265,29,31,0,-2,-1,-3,-1,-6,0,-3,0,7.62,0,2,1.62,0.2,-5.88,1,1,7,3,,,,,3,,,,,,,,,,,,,7,,,,,,,,,Red,U-DEC,,5,5:00,1500,539,800,1150,2000,-230,483
Josh Emmett,Shane Burgos,Josh Emmett Shane Burgos 6/20/2020,Shane Burgos Josh Emmett 6/20/2020,120,-140,120,71.42857143,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,3,0,7.09,0.5,0.2,0.36,1,3,1,19,0,0,1,2,2,1,0,6,Orthodox,180.34,190.5,145,0,2,0,3.63,0.36,0.2,1.5,0.45,2,2,19,0,0,1,2,3,0,0,6,Orthodox,167.64,177.8,145,35,29,0,1,1,0,-1,0,0,-1,1,12.7,12.7,-6,3.46,0,-1.14,1,1,10,8,,,,,,,,,,8,,,,,,,,,,,,,10,,,,Red,U-DEC,,3,5:00,900,600,240,2300,725,205,245
Raquel Pennington,Marion Reneau,Raquel Pennington Marion Reneau 6/20/2020,Marion Reneau Raquel Pennington 6/20/2020,-160,140,62.5,140,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,1,3.46,0.41,1.1,0.35,1,2,4,27,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,1,0,0,3.32,0.46,0.8,1.13,0.27,4,5,35,1,0,2,3,0,2,0,7,Orthodox,170.18,170.18,135,31,43,1,0,-2,-2,-1,-8,-1,2,0,-2.54,2.54,12,0.14,0.3,-0.78,1,1,10,6,,,,6,,,,,,,,,,,,,10,,,,,,,,,,Red,U-DEC,,3,5:00,900,-165,325,1020,785,700,1120
Belal Muhammad,Lyman Good,Belal Muhammad Lyman Good 6/20/2020,Lyman Good Belal Muhammad 6/20/2020,-130,110,76.92307692,110,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,5.32,0.49,0,0.38,1,1,2,10,0,0,0,0,3,0,0,3,Orthodox,182.88,187.96,170,0,2,0,4.37,0.41,0.2,2.15,0.31,4,3,28,0,0,1,4,1,1,0,7,Orthodox,180.34,182.88,170,31,35,0,-1,-3,-4,-1,-18,0,2,-1,2.54,5.08,4,0.95,-0.2,-1.77,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,167,345,630,2500,780,247
Jim Miller,Roosevelt Roberts,Jim Miller Roosevelt Roberts 6/20/2020,Roosevelt Roberts Jim Miller 6/20/2020,200,-240,200,41.66666667,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,0,2,0,3.12,0.49,1.1,1.83,0.57,2,1,12,0,0,0,2,0,2,0,4,Orthodox,187.96,185.42,155,1,0,0,2.83,0.4,1.9,1.69,0.41,7,13,76,0,0,2,6,3,9,0,20,Southpaw,172.72,180.34,155,36,26,-1,2,-5,-16,-12,-64,0,-3,-7,15.24,5.08,-10,0.29,-0.8,0.14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,2:25,145,525,170,435,525,2000,280
Clay Guida,Bobby Green,Clay Guida Bobby Green 6/20/2020,Bobby Green Clay Guida 6/20/2020,195,-235,195,42.55319149,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,2,0,1,4.95,0.49,0.3,1.12,0.29,8,7,44,0,0,2,3,1,3,0,9,Orthodox,177.8,180.34,155,1,0,0,2.45,0.33,0.7,3.39,0.38,4,14,84,2,0,3,8,2,4,0,17,Orthodox,170.18,177.8,155,38,33,1,0,4,-8,-7,-40,-2,-1,-1,7.62,2.54,-5,2.5,-0.4,-2.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,345,165,1200,550,1405,275
Tecia Torres,Brianna Van Buren,Tecia Torres Brianna Van Buren 6/20/2020,Brianna Van Buren Tecia Torres 6/20/2020,175,-210,175,47.61904762,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Strawweight,FEMALE,3,0,1,0,4.8,0.38,0,3,0.75,1,0,3,0,0,0,1,0,0,0,1,Southpaw,152.4,157.48,115,4,0,0,4.04,0.47,0.1,0.67,0.14,3,5,32,0,0,0,5,0,1,0,6,Orthodox,154.94,152.4,115,30,26,-4,1,-2,-5,-5,-29,0,0,-1,-2.54,5.08,-4,0.76,-0.1,2.33,1,1,,11,,,11,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,255,-165,1365,970,1450,850
Marc-Andre Barriault,Oskar Piechota,Marc-Andre Barriault Oskar Piechota 6/20/2020,Oskar Piechota Marc-Andre Barriault 6/20/2020,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,3,0,0,3.19,0.55,1.9,0.76,0.5,2,3,9,0,0,0,1,1,0,0,2,Southpaw,182.88,193.04,185,3,0,0,3.53,0.43,0,0.33,0.16,0,3,9,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,30,30,0,0,2,2,0,0,0,1,0,-2.54,5.08,0,-0.34,1.9,0.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:50,590,375,355,1500,500,185,410
Cortney Casey,Gillian Robertson,Cortney Casey Gillian Robertson 6/20/2020,Gillian Robertson Cortney Casey 6/20/2020,100,-120,100,83.33333333,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,1,0,0,2.18,0.5,1.3,3.44,0.47,2,2,9,0,0,0,0,1,3,0,4,Orthodox,165.1,160.02,125,0,1,0,4.72,0.38,0.7,0.34,0.3,2,6,27,0,0,1,1,1,2,0,5,Orthodox,170.18,170.18,125,33,25,1,-1,0,-1,-4,-18,0,0,1,-5.08,-10.16,-8,-2.54,0.6,3.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:36,876,275,220,470,350,560,950
Frank Camacho,Justin Jaynes,Frank Camacho Justin Jaynes 6/20/2020,Justin Jaynes Frank Camacho 6/20/2020,-340,280,29.41176471,280,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,155,1,0,0,6.68,0.46,0,1.18,0.45,1,4,14,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,170,31,30,1,0,-1,-2,4,-14,0,-1,0,-7.62,-15.24,1,-6.68,0,-1.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:41,41,310,740,1250,1750,-105,450
Roxanne Modafferi,Lauren Murphy,Roxanne Modafferi Lauren Murphy 6/20/2020,Lauren Murphy Roxanne Modafferi 6/20/2020,-125,105,80,105,6/20/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,3,0,2,0,3.76,0.38,0,1.03,0.32,2,4,24,0,0,2,0,2,0,0,4,Orthodox,165.1,170.18,125,0,1,0,3.06,0.31,0.1,1.45,0.21,1,6,26,2,0,1,1,1,0,0,3,Orthodox,170.18,175.26,125,37,36,0,1,1,1,-2,-2,-2,1,0,-5.08,-5.08,-1,0.7,-0.1,-0.42,1,1,7,6,6,,,,,,,,,,,,,7,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,175,145,610,2400,960,865
Austin Hubbard,Max Rohskopf,Austin Hubbard Max Rohskopf 6/20/2020,Max Rohskopf Austin Hubbard 6/20/2020,160,-185,160,54.05405405,6/20/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,155,1,0,0,3.02,0.44,0,1,0.6,1,2,9,0,0,0,1,0,0,0,1,Orthodox,177.8,180.34,155,28,25,-1,0,-1,-1,-2,-9,0,0,0,7.62,7.62,-3,-3.02,0,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2,5:00,600,400,215,1400,175,425,805
Jessica Eye,Cynthia Calvillo,Jessica Eye Cynthia Calvillo 6/13/2020,Cynthia Calvillo Jessica Eye 6/13/2020,120,-130,120,76.92307692,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Women's Flyweight,FEMALE,5,0,2,1,4.12,0.43,1.6,1.83,0.43,3,1,12,0,0,0,2,0,3,0,5,Orthodox,162.56,162.56,115,0,1,0,3.79,0.38,0.7,0.46,0.45,3,6,8,1,0,2,2,1,0,0,5,Orthodox,167.64,167.64,125,33,32,0,1,0,0,-5,4,-1,-1,3,-5.08,-5.08,-1,0.33,0.9,1.37,1,1,,1,1,,,,,,,,,,,,12,,,10,,,,,,,,,,,Red,U-DEC,,5,5:00,1500,181,251,2500,244,926,950
Karl Roberson,Marvin Vettori,Karl Roberson Marvin Vettori 6/13/2020,Marvin Vettori Karl Roberson 6/13/2020,210,-230,210,43.47826087,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,0,2,1,4.05,0.41,0.6,1.43,0.45,2,2,8,0,0,0,3,0,1,0,4,Southpaw,182.88,187.96,185,0,2,0,3.16,0.52,0.8,1.07,0.57,2,2,7,0,0,1,1,0,2,0,4,Southpaw,185.42,187.96,185,29,26,0,0,0,0,0,1,0,0,-1,-2.54,0,-3,0.89,-0.2,0.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:17,257,350,140,950,405,850,525
Charles Rosa,Kevin Aguilar,Charles Rosa Kevin Aguilar 6/13/2020,Kevin Aguilar Charles Rosa 6/13/2020,170,-185,170,54.05405405,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Lightweight,MALE,3,2,0,0,3.73,0.36,0,0.24,0.5,2,2,2,0,0,0,2,0,0,0,2,Orthodox,170.18,185.42,155,1,0,0,3.21,0.36,1,2.35,0.34,1,4,15,0,0,0,1,0,2,0,3,Switch,175.26,175.26,145,33,31,1,0,1,-1,-2,-13,0,0,-2,-5.08,10.16,-2,0.52,-1,-2.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,300,180,567,1300,950,300
Andre Fili,Charles Jourdain,Andre Fili Charles Jourdain 6/13/2020,Charles Jourdain Andre Fili 6/13/2020,-220,200,45.45454545,200,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,4.85,0.43,0,0,0,1,1,0,0,0,0,0,1,0,0,1,Switch,175.26,175.26,145,1,0,0,4,0.37,0.2,2.49,0.45,2,6,12,0,0,1,4,3,0,0,8,Orthodox,180.34,187.96,145,29,24,-1,1,-1,-7,-5,-12,0,-2,0,-5.08,-12.7,-5,0.85,-0.2,-2.49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,120,645,475,1500,450,300
Jordan Espinosa,Mark De La Rosa,Jordan Espinosa Mark De La Rosa 6/13/2020,Mark De La Rosa Jordan Espinosa 6/13/2020,-167,157,59.88023952,157,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,3,0,0,3.28,0.36,0.2,0.66,0.15,2,4,1,0,0,1,0,0,1,0,2,Orthodox,167.64,165.1,135,2,0,0,4.25,0.55,0.4,0.85,0.2,1,2,0,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,30,25,1,0,1,1,2,1,0,0,1,0,-10.16,-5,-0.97,-0.2,-0.19,1,1,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,125,300,750,567,495,950
Mariya Agapova,Hannah Cifers,Mariya Agapova Hannah Cifers 6/13/2020,Hannah Cifers Mariya Agapova 6/13/2020,-335,305,29.85074627,305,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Flyweight,FEMALE,3,2,0,0,4.71,0.44,0.3,0.31,1,2,3,0,0,0,1,1,0,0,0,2,Orthodox,154.94,157.48,115,0,0,0,2.6,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,167.64,172.72,125,23,27,2,0,2,2,3,0,0,0,0,-12.7,-15.24,4,2.11,0.3,0.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,2:42,162,135,540,421,2200,325,683
Merab Dvalishvili,Gustavo Lopez,Merab Dvalishvili Gustavo Lopez 6/13/2020,Gustavo Lopez Merab Dvalishvili 6/13/2020,-800,635,12.5,635,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Catch Weight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,0,3,0,3.84,0.37,0,7.8,0.45,3,2,7,0,0,0,3,0,0,0,3,Orthodox,167.64,172.72,135,29,30,0,-3,-3,-3,-2,-7,0,0,0,-2.54,-2.54,1,-3.84,0,-7.8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,-110,1600,432,1370,255,1145
Julia Avila,Gina Mazany,Julia Avila Gina Mazany 6/13/2020,Gina Mazany Julia Avila 6/13/2020,-575,485,17.39130435,485,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,2.72,0.49,0,3.18,0.77,1,3,1,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,0,1,0,3.27,0.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Orthodox,170.18,172.72,135,32,31,2,-1,0,0,3,1,0,0,0,-2.54,0,-1,-0.55,0,3.18,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:22,22,235,655,375,2200,105,1500
Tyson Nam,Zarrukh Adashev,Tyson Nam Zarrukh Adashev 6/13/2020,Zarrukh Adashev Tyson Nam 6/13/2020,-135,125,74.07407407,125,6/13/2020,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,165.1,165.1,125,2,0,0,3,0.27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,36,27,-2,0,0,0,-2,0,0,0,0,-5.08,-7.62,-9,-3,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:32,32,185,260,600,2200,508,353
Anthony Ivy,Christian Aguilera,Anthony Ivy Christian Aguilera 6/13/2020,Christian Aguilera Anthony Ivy 6/13/2020,-185,170,54.05405405,170,6/13/2020,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Welterweight,MALE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,182.88,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,185,30,28,0,0,0,0,0,0,0,0,0,-12.7,-5.08,-2,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:59,59,437,500,448,1045,150,335
Amanda Nunes,Felicia Spencer,Amanda Nunes Felicia Spencer 43988,Felicia Spencer Amanda Nunes 43988,-600,450,16.66666667,450,06-06-20,"Las Vegas, Nevada, USA",USA,Red,TRUE,Women's Featherweight,FEMALE,5,0,1,0,4.54,0.55,0.7,1.36,0.16,1,1,5,0,0,0,0,1,1,0,2,Orthodox,167.64,172.72,145,0,10,0,4.34,0.49,0.7,2.33,0.47,10,2,32,7,0,1,2,8,2,0,13,Orthodox,172.72,175.26,145,32,29,0,-9,-9,-11,-1,-27,-7,-7,-1,-5.08,-2.54,-3,0.2,0,-0.97,1,1,,0,,0,,0,,,,,,,,,1,,,,,,,,,,,,,,Red,U-DEC,,5,5:00,1500,240,1165,625,800,-245,1250
Raphael Assuncao,Cody Garbrandt,Raphael Assuncao Cody Garbrandt 43988,Cody Garbrandt Raphael Assuncao 43988,120,-140,120,71.42857143,06-06-20,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,3,0,0,3.53,0.37,0,0.94,0.33,6,3,18,3,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,2,0,0,3.32,0.41,0.3,1.54,0.38,7,6,54,0,0,4,7,2,1,0,14,Orthodox,165.1,167.64,135,37,28,1,0,-1,-8,-3,-36,3,2,-1,7.62,-2.54,-9,0.21,-0.3,-0.6,1,1,9,5,,,,,,,,,,,5,,,,,,,,,,,,,9,,,Red,KO/TKO,Punch,2,4:59,599,320,265,1030,2500,400,155
Aljamain Sterling,Cory Sandhagen,Aljamain Sterling Cory Sandhagen 43988,Cory Sandhagen Aljamain Sterling 43988,-115,-105,86.95652174,95.23809524,06-06-20,"Las Vegas, Nevada, USA",USA,Red,FALSE,Bantamweight,MALE,3,0,5,0,7.14,0.48,0.6,1.24,0.5,5,0,11,0,0,1,1,2,1,0,5,Switch,180.34,177.8,135,0,4,0,4.85,0.5,0.8,1.91,0.29,4,3,35,0,0,0,6,1,3,0,10,Orthodox,170.18,180.34,135,30,28,0,1,1,-5,-3,-24,0,1,-2,10.16,-2.54,-2,2.29,-0.2,-0.67,1,1,4,2,,,,,,,,,,,2,,,,,,,,,,,,,4,,,Red,SUB,Rear Naked Choke,1,1:28,88,155,195,525,955,900,470
Neil Magny,Anthony Rocco Martin,Neil Magny Anthony Rocco Martin 43988,Anthony Rocco Martin Neil Magny 43988,-135,115,74.07407407,115,06-06-20,"Las Vegas, Nevada, USA",USA,Red,FALSE,Welterweight,MALE,3,0,1,0,2.7,0.36,1.1,0.68,0.25,4,5,38,0,0,0,5,1,3,0,9,Orthodox,182.88,185.42,170,0,1,0,3.93,0.46,0.3,2.7,0.47,7,6,55,0,0,1,8,5,1,0,15,Orthodox,190.5,203.2,170,32,30,0,0,-3,-6,-1,-17,0,-4,2,-7.62,-17.78,-2,-1.23,0.8,-2.02,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,135,270,950,500,655,695
Eddie Wineland,Sean O'Malley,Eddie Wineland Sean O'Malley 43988,Sean O'Malley Eddie Wineland 43988,400,-500,400,20,06-06-20,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Bantamweight,MALE,3,0,3,0,6.87,0.57,1.2,1.24,0.5,3,0,7,0,0,0,2,1,0,0,3,Switch,180.34,182.88,135,0,1,0,3.41,0.29,0.1,0.28,0.28,4,9,47,3,0,1,2,8,0,0,11,Orthodox,170.18,175.26,135,35,25,0,2,-1,-8,-9,-40,-3,-7,0,10.16,7.62,-10,3.46,1.1,0.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,1:54,114,925,250,3500,534,655,-160
Alex Caceres,Chase Hooper,Alex Caceres Chase Hooper 43988,Chase Hooper Alex Caceres 43988,168,-195,168,51.28205128,06-06-20,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,1,0,5.16,0.63,3.8,0.77,0.16,1,0,1,0,0,0,0,1,0,0,1,Southpaw,185.42,187.96,145,0,1,0,3.98,0.48,0.8,0.53,0.75,4,10,55,0,0,3,4,1,2,0,10,Southpaw,177.8,185.42,145,31,20,0,0,-3,-9,-10,-54,0,0,-2,7.62,2.54,-11,1.18,3,0.24,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,420,450,1375,-140,475,560
Ian Heinisch,Gerald Meerschaert,Ian Heinisch Gerald Meerschaert 43988,Gerald Meerschaert Ian Heinisch 43988,-130,110,76.92307692,110,06-06-20,"Las Vegas, Nevada, USA",USA,Red,FALSE,Middleweight,MALE,3,0,1,0,3.32,0.43,1.7,2.37,0.43,2,4,21,0,0,0,0,1,5,0,6,Southpaw,185.42,195.58,185,2,0,0,3.38,0.5,0.5,1.18,0.19,2,2,12,0,0,0,2,0,0,0,2,Orthodox,180.34,182.88,185,31,32,-2,1,0,4,2,9,0,1,5,5.08,12.7,1,-0.06,1.2,1.19,1,1,,13,,,,,,,13,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,1:14,74,150,310,1083,350,584,700
Cody Stamann,Brian Kelleher,Cody Stamann Brian Kelleher 43988,Brian Kelleher Cody Stamann 43988,-250,210,40,210,06-06-20,"Las Vegas, Nevada, USA",USA,Red,FALSE,Featherweight,MALE,3,0,2,0,4.65,0.43,0.8,1.26,0.23,2,3,15,0,0,0,1,2,2,0,5,Switch,167.64,167.64,145,0,1,1,4.25,0.49,0,3.58,0.48,3,1,17,0,0,2,2,0,0,0,4,Orthodox,167.64,162.56,135,30,33,0,1,-1,1,2,-2,0,2,2,0,5.08,3,0.4,0.8,-2.32,1,1,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,-135,575,1015,455,650,905
Charles Byrd,Maki Pitolo,Charles Byrd Maki Pitolo 43988,Maki Pitolo Charles Byrd 43988,-175,155,57.14285714,155,06-06-20,"Las Vegas, Nevada, USA",USA,Blue,FALSE,Middleweight,MALE,3,1,0,0,5.42,0.45,0.9,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,177.8,190.5,170,2,0,0,3.86,0.57,1.9,2.52,0.5,1,2,4,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,185,36,29,-1,0,-1,-1,-1,-1,0,0,-1,0,5.08,-7,1.56,-1,-2.52,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,1:10,370,395,485,225,1285,350,315
